id,title,description,activity_type,start_date,duration_moving_min,duration_elapsed_min,distance_miles,total_elevation_gain_ft,avg_hr,hr_std,max_hr,average_watts,weighted_average_watts,max_watts,rowing_avg_watts_manual,rowing_splits,average_speed_mph,max_speed_mph,average_cadence,calories,strava_relative_effort,hr_device_name,gear_name
18471360916,Evening Ride,,Ride,2026-05-12 00:26:26+00:00,60,60,12.96,0,138.4,4.2,151,139.4,139,145,,,12.96,17,86.2,547,22,COROS DURA,Not Available
18483778252,Afternoon Ride,,Ride,2026-05-12 21:29:55+00:00,75.2,75.2,15.18,1010.5,138.2,9,166,107.7,,,,,12.11,39.59,,764,30,COROS DURA,Not Available
18769329089,Afternoon Ride,,Ride,2026-05-14 18:11:02+00:00,40.4,40.4,0,0,153.5,7.2,163,,,,,,0,0,,620,43,Garmin Forerunner 245,Not Available
18549541765,Evening Ride,,Ride,2026-05-17 23:19:17+00:00,60,60,13.54,0,130.1,4.4,141,145.9,146,303,,,13.53,24.16,85.8,573,13,COROS DURA,Not Available
18561165973,Afternoon Ride,,Ride,2026-05-18 21:48:50+00:00,77,77.7,15.17,1010.5,153.1,12.2,182,104.1,,,,,11.81,38.92,,922,79,COROS DURA,Not Available
18574705592,Afternoon Ride,,Ride,2026-05-19 21:45:40+00:00,60,60,14.32,0,138,4.7,150,139.4,139,192,,,14.31,18.12,88.4,547,21,COROS DURA,Not Available
18602262329,Afternoon Ride,,Ride,2026-05-21 20:59:33+00:00,112.1,178,23.34,1496.1,146,12.7,175,108.6,,,,,12.49,29.08,,1245,76,COROS DURA,Not Available
18668026389,Evening Ride,,Ride,2026-05-25 23:12:05+00:00,51.2,51.2,12.83,0,133.1,4.4,145,136.1,138,145,,,15.05,21.25,86.9,456,12,COROS DURA,Not Available
18668026362,Afternoon Ride,,Ride,2026-05-26 21:23:29+00:00,102.7,109.4,22.4,1460,135.6,10.7,163,116.9,,,,,13.09,30.42,,1006,37,COROS DURA,Not Available
18674408519,Morning Ride,,Ride,2026-05-27 11:15:52+00:00,64.9,65.4,13.87,1056.4,133.2,12.1,159,124.3,,,,,12.82,37.58,,618,22,COROS DURA,Not Available
18688025971,Morning Ride,,Ride,2026-05-28 10:22:09+00:00,90.3,92.3,19.02,1427.2,132.1,11.8,158,119.2,,,,,12.64,33.78,,848,29,COROS DURA,Not Available
18742224108,Morning Ride,,Ride,2026-06-01 12:31:44+00:00,93.1,100.2,22.39,584,139,10.5,170,103.5,,,,,14.43,26.62,,1008,40,COROS DURA,Not Available
18758217391,Morning Ride,,Ride,2026-06-02 14:50:29+00:00,109.1,115.8,27.57,849.7,138.5,12,184,124.7,,,,,15.16,34.23,,1178,48,COROS DURA,Roadie
18768832093,Morning Ride,,Ride,2026-06-03 10:20:59+00:00,80.9,95.8,19.55,380.6,137.6,12.4,164,105.8,,,,,14.49,21.25,,862,33,COROS DURA,Roadie
18782934007,Morning Ride,,Ride,2026-06-04 10:43:48+00:00,90.7,97,19.67,1240.2,135.7,8.6,162,115.7,,,,,13.02,34,,945,31,COROS DURA,Not Available
18839981833,Morning Row,,Rowing,2026-06-08 12:35:47+00:00,10,10,0,0,163.5,13.8,179,,,,170.8664835,127,0,0,20,167,15,Garmin Forerunner 245,Not Available
18839990739,Morning Row,,Rowing,2026-06-08 12:50:01+00:00,42.3,42.3,0,0,178,12.5,195,,,,243.8600988,112.8,0,0,25,768,116,Garmin Forerunner 245,Not Available
18853823688,Lunch Ride,,Ride,2026-06-09 16:35:49+00:00,60.8,60.8,0,0,137.3,6.1,151,134,,,,,0,0,,676,19,Garmin Forerunner 245,Not Available
18870570744,Afternoon Ride,,Ride,2026-06-10 19:48:38+00:00,95.7,97.2,22.25,564.3,138.1,9.1,167,160.9,,,,,13.96,24.61,,1025,36,COROS DURA,SBC Gravel
18879402737,Morning Ride,,Ride,2026-06-11 13:21:26+00:00,103.6,128.2,23.77,590.6,135.7,8.4,161,158.2,,,,,13.76,25.05,,1077,33,COROS DURA,SBC Gravel
18890832685,Morning Ride,,Ride,2026-06-12 12:14:05+00:00,88.7,90,19.4,666,134.3,7.8,156,152.9,,,,,13.12,29.53,,909,26,COROS DURA,SBC Gravel
18903964392,Morning Ride,,Ride,2026-06-13 11:10:08+00:00,132.4,157.7,30.41,1053.1,128.8,10.1,155,105.8,,,,,13.78,34,,1259,34,COROS DURA,Roadie
18929762916,Morning Row,,Rowing,2026-06-15 13:16:04+00:00,10.1,10.1,0,0,156.5,16.9,173,,,,170.8664835,127,0,0,19.9,152,12,Garmin Forerunner 245,Not Available
18929768851,Morning Row,,Rowing,2026-06-15 13:30:31+00:00,46.5,46.5,0,0,167.6,12.5,184,,,,236.2400307,114,0,0,24.6,749,86,Garmin Forerunner 245,Not Available
18935693957,Afternoon Ride,,Ride,2026-06-15 20:28:34+00:00,138.8,143.5,36.1,1200.8,139.4,11.9,169,132.5,,,,,15.6,36.01,,1511,66,COROS DURA,Not Available
18950452731,Afternoon Ride,Bonked pretty hard in back third. Hadn’t eaten/drank much today and a bit of apple juice and a sanpellegrino was insufficient,Ride,2026-06-16 20:05:55+00:00,162.5,169.1,40.56,1190.9,139.8,9.5,165,115.5,,,,,14.98,32.88,,1781,71,COROS DURA,Roadie
18972612596,Afternoon Row,Erg/run/erg. Last one feet out. HR was really slow in coming up and went down super quick which I think is good. Monitor unplugged,Rowing,2026-06-17 19:56:16+00:00,64.3,64.3,0,0,141,11.6,154,,,,,,0,0,20.3,730,33,Garmin Forerunner 245,Not Available
18972853003,Morning Row,"Erg/elliptical/erg. Monitor unplugged, feet out. HR very high, function of drinking a decent bit last night. 3 beers, 3 glasses of wine and a tad of scotch but hydrated and still felt totally manageable. Am I getting fit?",Rowing,2026-06-18 14:29:29+00:00,64,64,0,0,149.7,11.7,163,,,,,,0,0,26.5,854,57,Garmin Forerunner 245,Not Available
19024717249,Morning Ride,"Fun ride in speed suit w/ Isaac and (for a bit) Ben. A hair higher than comfortable aerobic pace, getting into UT2, but still fine. Probably needed after this weekend's boozing.",Ride,2026-06-22 14:12:43+00:00,142.3,167.7,38.65,1194.2,142.2,17,185,144.1,,,,,16.29,30.2,,1598,88,COROS DURA,Not Available
19036112097,WU,"3bpm lower than last week @2:10, same HR otherwise (144,164,169)",Rowing,2026-06-23 12:42:09+00:00,10,10,0,0,154.4,16.7,174,,,,170.8664835,127,0,0,20.2,151,11,Garmin Forerunner 245,Not Available
19036156171,18x500m,"0.8 faster, same avg and max HR as last week. Felt a bit easier off start too",Rowing,2026-06-23 12:55:35+00:00,52,52,0,0,167.4,13.2,184,,,,241.2841332,113.2,0,0,25.1,830,95,Garmin Forerunner 245,Not Available
19049366071,Morning Ride,"Probably closer to 1:20, with about 20' of meandering around Boston streets to get onto the trail. HRM apparently has low battery, so bear in mind when looking at HR data",Ride,2026-06-24 11:27:11+00:00,122.3,129.8,27.81,557.7,126.7,9.5,148,156.5,,,,,13.64,21.25,,1101,27,COROS DURA,SBC Gravel
19066070663,Afternoon Ride,1mph faster than 6/4 when I did this last. 5bpm higher on average but otherwise was pretty relaxed. Quite pleased,Ride,2026-06-25 18:46:20+00:00,84,84,19.54,1273,140.9,8,163,129.5,,,,,13.95,33.55,,932,39,COROS DURA,Not Available
19073292913,Morning Ride,"Same HR as 6/4, 0.6mph faster. Remember that it takes a sec to warmup on the bike",Ride,2026-06-26 11:07:37+00:00,87.7,87.7,19.66,1286.1,136.2,6.9,157,124.6,,,,,13.45,34.23,,917,28,COROS DURA,Not Available
19099525373,Evening Ride,"Using wrist HR. W/ Livia and Hannah. Super chill ride, just tacking on a few minutes to round out the week",Ride,2026-06-27 23:05:24+00:00,52.7,71.3,11.08,325.1,111.9,7.9,133,82.1,,,,,12.62,22.74,,380,8,Garmin Forerunner 245,Not Available
19110175421,Morning Row,,Rowing,2026-06-29 12:56:15+00:00,10,10,0,0,151.2,12.5,169,,,,170.8664835,127,0,0,20.1,149,9,Garmin Forerunner 245,Not Available
19112780563,Morning Row,Legs felt a bit heavy and it seemed like HR came up a bit faster and higher on 500s but attributing that to squatting on Saturday. Still solid execution and it felt like it went by reasonably quickly.,Rowing,2026-06-29 13:10:57+00:00,57.9,57.9,0,0,168.3,13.3,186,,,,240.0097479,113.4,0,0,26,931,110,Garmin Forerunner 245,Not Available
19117144294,Evening Run,"W/ 30"" strides at 10:00, 15:30, 21:00. Wanted to add in a bit of a higher leg speed",Run,2026-06-29 23:25:23+00:00,34.3,38.1,3.48,51.5,156,10.3,172,,,,,,6.1,8.9,78.2,517,40,Garmin Forerunner 245,Nike Pegasus
19137415421,2- w/ Sparks,After watching RBC u23 practice. HR went sky high but honestly felt pretty good. I can still row!,Rowing,2026-07-01 12:11:34+00:00,55.5,60.4,6.45,0,163.8,19.6,183,,,,,,6.98,10.66,57.7,864,89,Garmin Forerunner 245,Not Available
19137745754,Berg,"Just tacking on some extra minutes. HR pretty high, watts pretty low (~135), but who cares",Ride,2026-07-01 13:23:22+00:00,30.1,30.1,0,0,137.3,2.9,147,,,,,,0,0,,328,8,Garmin Forerunner 245,Not Available
19155138048,2x30'/3'r Z2 Erg,"On sliders, feet out, monitor unplugged. Felt pretty relaxed. Good place to be erg wise I think",Rowing,2026-07-02 18:38:08+00:00,63,63,0,0,146.3,10.3,158,,,,,,0,0,19.5,732,42,Garmin Forerunner 245,Not Available
19162804833,Morning Ride,"Think I overcaffienated on way out (moka pot), and bonked a bit on way back. Got to remember that fueling is actually fairly important on 2+ hr rides. Otherwise not bad.",Ride,2026-07-03 10:10:05+00:00,152.2,155.4,38.43,1086,138.3,10.2,167,116.9,,,,,15.15,34,,1636,63,COROS DURA,Not Available
19176018597,Morning Ride,About 30' w/ Zeke and Riley going way harder than I'd like (med-high Z2). Fueled w/ honey throughout and think that made a big difference. Felt pretty good after I left them and wasn't bonking nearly as much.,Ride,2026-07-04 10:05:51+00:00,160.6,169.7,41.65,1220.5,139.3,10.4,176,123.7,,,,,15.56,30.87,,1751,71,COROS DURA,Not Available
19207075058,Lunch Row,,Rowing,2026-07-06 16:05:16+00:00,10.1,10.1,0,0,148.9,15.9,168,,,,170.8664835,127,0,0,20.3,142,9,Garmin Forerunner 245,Not Available
19207075247,Lunch Row,,Rowing,2026-07-06 16:18:26+00:00,43.3,43.3,0,0,167.5,14.3,186,,,,243.8600988,112.8,0,0,24.4,701,80,Garmin Forerunner 245,Not Available
19215627777,Morning Ride,"HR seemed a little weird. Dove too low, then rose too high relative to effort. Also a bit sluggish? Probably tires a bit low/headwind/lift yesterday + 500s. Not stressing it, just a bit weird.",Ride,2026-07-07 12:36:57+00:00,130.9,132.4,32.18,1069.6,137.9,9.5,166,115.6,,,,,14.75,33.78,,1398,53,COROS DURA,Not Available
19229233843,Morning Ride,"Pumped up tires, but speed low. HR also low but did not feel amazing. Sluggish and tired. I'm a bit worried I'm getting sick but trying not to read into it too much. Light week coming up.",Ride,2026-07-08 12:02:42+00:00,112.4,115.4,26.02,938.3,134,8.9,161,108.8,,,,,13.89,25.95,,1140,34,COROS DURA,Roadie
19242140022,Evening Run,Chill run w/ Dad and Livia. HR unhappily high but I'll figure it out,Run,2026-07-08 22:48:15+00:00,26.3,26.4,2.51,106.6,148.8,11.4,160,,,,,,5.73,8.01,76.6,370,18,Garmin Forerunner 245,Nike Pegasus
19243798744,Morning Ride,Big headwind on way back. Slept pretty well but still feeling a bit sluggish. I think a lighter week will be good,Ride,2026-07-09 12:44:13+00:00,124.1,124.1,29.58,1086,137.2,8.6,164,115.6,,,,,14.3,31.32,,1310,45,COROS DURA,Not Available
19256236553,Morning Ride,"Fueled with sips of agave from bottle, which seemed to help. Still a bit slow but after looking back, I think I'm pretty on par with my normal speed. Some stretches of really low HR.",Ride,2026-07-10 11:32:01+00:00,129.8,133,31.47,1063,138.3,9.4,169,114.5,,,,,14.55,34.9,,1394,52,COROS DURA,Not Available
19268334937,3x20’ Z2,"Feet out, sliders, unplugged. 142/149/148 HR. My legs were pretty tired and I didn’t think I could get the HR higher very easily (not that I wanted to). Tough mentally but I got it done and a good way to finish the week!",Rowing,2026-07-11 11:15:47+00:00,64,64,0,0,145,12.6,158,,,,,,0,0,19.3,754,41,Garmin Forerunner 245,Not Available
19300894225,Afternoon Ride,"Forgot hrm at home so going off of wrist hr, which doesn’t track very well. That being said, fun ride! Just rolled around and enjoyed myself after a long day in the cheese cave. Avg speed is pretty high compared to last week (state vs tcr too). Weird",Ride,2026-07-13 20:21:07+00:00,115,117.6,27.18,1615.8,127.6,13.1,153,187.6,,,,,14.18,37,,1003,28,Garmin Forerunner 245,SBC Gravel
19314712958,WU,"HR quite low, but legs did not feel great.",Rowing,2026-07-14 20:36:26+00:00,10.1,10.1,0,0,144.7,12.1,160,,,,170.8664835,127,0,0,19.7,135,6,Garmin Forerunner 245,Not Available
19315403277,Afternoon Row,"R26. HR got really high really quick and it felt very hard. Form was pretty bad, which I think was due partially to working/standing in the cheese cave for 7hrs. Got it done though and the splits were solid all considered.",Rowing,2026-07-14 20:53:07+00:00,45.4,45.4,0,0,170.5,16.1,189,,,,265.1234617,109.7,0,0,25.9,753,96,Garmin Forerunner 245,Not Available
19336208598,WU,Wrist HR,Rowing,2026-07-16 12:00:23+00:00,10,10,0,0,145.7,21.4,165,,,,170.8664835,127,0,0,20.3,146,8,Garmin Forerunner 245,Not Available
19336215972,20’ MI,Still rowing badly/tired. 8hrs doing siding yesterday but got it done,Rowing,2026-07-16 12:14:42+00:00,20.1,20.1,0,0,178.8,23.8,193,,,,238.1149428,113.7,0,0,25,368,57,Garmin Forerunner 245,Not Available
19343271811,Afternoon Ride,"Wrist hrm. I had so much fun, it honestly made my day. Didn’t worry too much about heart rate",Ride,2026-07-16 20:44:43+00:00,150.2,156.4,34.81,2396.3,136.6,13.8,166,132.4,,,,,13.91,38.87,,1502,63,Garmin Forerunner 245,Not Available
19354650483,Afternoon Ride,"First bit with Livia. Definitely more of a slog today, especially with 9 holes of golf in the legs",Ride,2026-07-17 19:22:29+00:00,113.2,120.3,24.19,1315.6,132,9.8,158,107.2,,,,,12.82,30.42,,1124,33,COROS DURA,Not Available
19362140266,Morning Ride,Not my day. Tough to breath and felt pretty light headed. I’ve been feeling congested with a scratchy throat since Thursday so maybe sick. 2hrs planned but called it quickly,Ride,2026-07-18 11:36:58+00:00,35.2,35.2,7,587.3,137.4,10.1,161,121.2,,,,,11.92,28.86,,375,14,COROS DURA,Not Available
19432080485,Afternoon Row,,Rowing,2026-07-20 21:07:31+00:00,10.1,10.1,0,0,139.5,20.1,163,,,,170.8664835,127,0,0,20.2,57,5,Garmin Forerunner 245,Not Available
19394843446,18x500,That was by far the hardest one yet. My heart rate would just not come down between pieced and I was pretty lightheaded and contemplating quitting for most of it,Rowing,2026-07-20 21:22:25+00:00,50.8,50.8,0,0,171.2,15,190,,,,269.5217343,109.1,0,0,,0,111,Strava App,Not Available
19419393076,Recovery,"With Livia and fam (plus little cousins). There was a crazy S->N wind, so pace was very low",Ride,2026-07-21 17:50:56+00:00,72.7,114.1,13.81,629.9,112.4,13.5,158,89.7,,,,,11.4,27.74,,537,13,COROS DURA,Not Available
19419393693,Morning Ride,"Crazy tailwind out, crazy headwind back. At least it was flat!",Ride,2026-07-22 13:28:39+00:00,118.6,128.2,28.97,505.2,138.1,7.2,163,99.8,,,,,14.65,25.72,,1272,45,COROS DURA,Not Available
19435231780,Afternoon Ride,,Ride,2026-07-23 17:00:06+00:00,26.4,26.4,5.03,121.4,107.6,10.8,142,75.3,,,,,11.42,22.82,,179,4,COROS DURA,Not Available
19436480690,Afternoon Ride,Post pizza ride. Felt a bit heavy and HR rose quite easily but I think that’s because I’m not very fatigued,Ride,2026-07-23 18:04:18+00:00,70.6,72.9,16.55,567.6,138.7,7.1,166,100.7,,,,,14.07,32.21,,764,28,COROS DURA,Not Available
19447004377,Isle La Motte TT,"5k run- 23:10.8
1:15 transition
~9mi bike- 27:56.4
1:48.5 transition
Buoy and back swim- 4:39.5

Massive effort. Tons of fun",Workout,2026-07-24 14:10:00+00:00,53.2,58.9,11.87,127,175.3,22.2,194,,,,,,13.39,24.73,80.2,996,140,Garmin Forerunner 245,Not Available
19463640071,Afternoon Ride,Felt pretty bagged to start the ride but found a nice groove. Shocked by avg speed at the end,Ride,2026-07-25 17:40:09+00:00,104.1,105,26.74,567.6,137.3,6.7,157,183.8,,,,,15.42,33.55,,1107,36,COROS DURA,SBC Gravel
19478385045,Recovery,Short spin with Livia and fam. Felt tired to start,Ride,2026-07-26 15:28:21+00:00,41.5,56,8.26,144.4,111.3,13.8,138,76.1,,,,,11.93,25.05,,303,6,COROS DURA,Not Available
19491729076,WU,,Workout,2026-07-27 22:05:01+00:00,10.1,10.1,0,0,147.7,10.9,164,,,,170.8664835,127,0,0,,0,6,Strava App,Not Available
19492341229,20x500m,"Felt very controlled. First 10 were clicking along, and it only started to bite about 15-16 in",Rowing,2026-07-27 22:20:48+00:00,56.6,56.6,0,0,169.7,13.4,187,,,,267.310537,109.4,0,0,,0,114,Strava App,Not Available
19505657873,Afternoon Ride,"That was a hard route, with some decent sized climbs, cross head in back half, and a bumpy gravel section to finish. Ended up having some z2 intervals to get through spots. Fun time though!",Ride,2026-07-28 18:12:40+00:00,117.2,119,26.33,1692.9,137.4,12.1,163,180.2,,,,,13.48,38.25,,1247,50,COROS DURA,SBC Gravel
19515235881,WU,,Rowing,2026-07-29 13:35:37+00:00,10.1,10.1,0,0,148.3,15.3,165,,,,,,0,0,,0,9,Strava App,Not Available
19515580502,25’ MI,Honestly felt not as hard as last MI but HR was very high,Rowing,2026-07-29 13:49:30+00:00,25.1,25.1,0,0,188,9.4,198,,,,238.1149428,113.7,0,0,,0,91,Strava App,Not Available
